np_previous_word,np_one_word,np_one_word_next,np_two_word,np_two_word_next,np_three_word,np_three_word_next
,hate,on,"('hate', 'on')",,"('hate', 'on', '')",for
hate,on,,"('on', '')",for,"('on', '', 'for')",now
on,,for,"('', 'for')",now,"('', 'for', 'now')",i
,for,now,"('for', 'now')",i,"('for', 'now', 'i')",know
for,now,i,"('now', 'i')",know,"('now', 'i', 'know')",thy
now,i,know,"('i', 'know')",thy,"('i', 'know', 'thy')",mind;
i,know,thy,"('know', 'thy')",mind;,"('know', 'thy', 'mind;')","
"
know,thy,mind;,"('thy', 'mind;')","
","
","
"
"
",,,"('', '')",those,"('', '', 'those')",that
,,those,"('', 'those')",that,"('', 'those', 'that')",can
,those,that,"('those', 'that')",can,"('those', 'that', 'can')",see
those,that,can,"('that', 'can')",see,"('that', 'can', 'see')",thou
that,can,see,"('can', 'see')",thou,"('can', 'see', 'thou')",lovest
can,see,thou,"('see', 'thou')",lovest,"('see', 'thou', 'lovest')",
see,thou,lovest,"('thou', 'lovest')",,"('thou', 'lovest', '')",and
thou,lovest,,"('lovest', '')",and,"('lovest', '', 'and')",i
lovest,,and,"('', 'and')",i,"('', 'and', 'i')",am
,and,i,"('and', 'i')",am,"('and', 'i', 'am')",blind
and,i,am,"('i', 'am')",blind,"('i', 'am', 'blind')",
i,am,blind,"('am', 'blind')",,"('am', 'blind', '')","
"
"
",o,,"('o', '')",from,"('o', '', 'from')",what
o,,from,"('', 'from')",what,"('', 'from', 'what')",power
,from,what,"('from', 'what')",power,"('from', 'what', 'power')",hast
from,what,power,"('what', 'power')",hast,"('what', 'power', 'hast')",thou
what,power,hast,"('power', 'hast')",thou,"('power', 'hast', 'thou')",this
power,hast,thou,"('hast', 'thou')",this,"('hast', 'thou', 'this')",powerful
hast,thou,this,"('thou', 'this')",powerful,"('thou', 'this', 'powerful')",might
thou,this,powerful,"('this', 'powerful')",might,"('this', 'powerful', 'might')","
"
this,powerful,might,"('powerful', 'might')","
","
","
"
powerful,might,"
","
","
","
","
"
"
",with,insufficiency,"('with', 'insufficiency')",my,"('with', 'insufficiency', 'my')",heart
with,insufficiency,my,"('insufficiency', 'my')",heart,"('insufficiency', 'my', 'heart')",to
insufficiency,my,heart,"('my', 'heart')",to,"('my', 'heart', 'to')",sway?
my,heart,to,"('heart', 'to')",sway?,"('heart', 'to', 'sway?')","
"
heart,to,sway?,"('to', 'sway?')","
","
","
"
to,sway?,"
","
","
","
","
"
"
",to,make,"('to', 'make')",me,"('to', 'make', 'me')",give
to,make,me,"('make', 'me')",give,"('make', 'me', 'give')",the
make,me,give,"('me', 'give')",the,"('me', 'give', 'the')",lie
me,give,the,"('give', 'the')",lie,"('give', 'the', 'lie')",to
give,the,lie,"('the', 'lie')",to,"('the', 'lie', 'to')",my
the,lie,to,"('lie', 'to')",my,"('lie', 'to', 'my')",true
lie,to,my,"('to', 'my')",true,"('to', 'my', 'true')",sight
to,my,true,"('my', 'true')",sight,"('my', 'true', 'sight')",
my,true,sight,"('true', 'sight')",,"('true', 'sight', '')","
"
true,sight,,"('sight', '')","
","
","
"
sight,,"
","
","
","
","
"
"
",and,swear,"('and', 'swear')",that,"('and', 'swear', 'that')",brightness
and,swear,that,"('swear', 'that')",brightness,"('swear', 'that', 'brightness')",doth
swear,that,brightness,"('that', 'brightness')",doth,"('that', 'brightness', 'doth')",not
that,brightness,doth,"('brightness', 'doth')",not,"('brightness', 'doth', 'not')",grace
brightness,doth,not,"('doth', 'not')",grace,"('doth', 'not', 'grace')",the
doth,not,grace,"('not', 'grace')",the,"('not', 'grace', 'the')",day?
not,grace,the,"('grace', 'the')",day?,"('grace', 'the', 'day?')","
"
grace,the,day?,"('the', 'day?')","
","
","
"
the,day?,"
","
","
","
","
"
"
",whence,hast,"('whence', 'hast')",thou,"('whence', 'hast', 'thou')",this
whence,hast,thou,"('hast', 'thou')",this,"('hast', 'thou', 'this')",becoming
hast,thou,this,"('thou', 'this')",becoming,"('thou', 'this', 'becoming')",of
thou,this,becoming,"('this', 'becoming')",of,"('this', 'becoming', 'of')",things
this,becoming,of,"('becoming', 'of')",things,"('becoming', 'of', 'things')",ill
becoming,of,things,"('of', 'things')",ill,"('of', 'things', 'ill')",
of,things,ill,"('things', 'ill')",,"('things', 'ill', '')","
"
things,ill,,"('ill', '')","
","
","
"
ill,,"
","
","
","
","
"
"
",that,in,"('that', 'in')",the,"('that', 'in', 'the')",very
that,in,the,"('in', 'the')",very,"('in', 'the', 'very')",refuse
in,the,very,"('the', 'very')",refuse,"('the', 'very', 'refuse')",of
the,very,refuse,"('very', 'refuse')",of,"('very', 'refuse', 'of')",thy
very,refuse,of,"('refuse', 'of')",thy,"('refuse', 'of', 'thy')",deeds
refuse,of,thy,"('of', 'thy')",deeds,"('of', 'thy', 'deeds')","
"
of,thy,deeds,"('thy', 'deeds')","
","
","
"
thy,deeds,"
","
","
","
","
"
"
",there,is,"('there', 'is')",such,"('there', 'is', 'such')",strength
there,is,such,"('is', 'such')",strength,"('is', 'such', 'strength')",and
is,such,strength,"('such', 'strength')",and,"('such', 'strength', 'and')",warrantize
such,strength,and,"('strength', 'and')",warrantize,"('strength', 'and', 'warrantize')",of
strength,and,warrantize,"('and', 'warrantize')",of,"('and', 'warrantize', 'of')",skill
and,warrantize,of,"('warrantize', 'of')",skill,"('warrantize', 'of', 'skill')","
"
warrantize,of,skill,"('of', 'skill')","
","
","
"
of,skill,"
","
","
","
","
"
"
",that,,"('that', '')",in,"('that', '', 'in')",my
that,,in,"('', 'in')",my,"('', 'in', 'my')",mind
,in,my,"('in', 'my')",mind,"('in', 'my', 'mind')",
in,my,mind,"('my', 'mind')",,"('my', 'mind', '')",thy
my,mind,,"('mind', '')",thy,"('mind', '', 'thy')",worst
mind,,thy,"('', 'thy')",worst,"('', 'thy', 'worst')",all
,thy,worst,"('thy', 'worst')",all,"('thy', 'worst', 'all')",best
thy,worst,all,"('worst', 'all')",best,"('worst', 'all', 'best')",exceeds?
worst,all,best,"('all', 'best')",exceeds?,"('all', 'best', 'exceeds?')","
"
all,best,exceeds?,"('best', 'exceeds?')","
","
","
"
best,exceeds?,"
","
","
","
","
"
"
",who,taught,"('who', 'taught')",thee,"('who', 'taught', 'thee')",how
who,taught,thee,"('taught', 'thee')",how,"('taught', 'thee', 'how')",to
taught,thee,how,"('thee', 'how')",to,"('thee', 'how', 'to')",make
thee,how,to,"('how', 'to')",make,"('how', 'to', 'make')",me
how,to,make,"('to', 'make')",me,"('to', 'make', 'me')",love
to,make,me,"('make', 'me')",love,"('make', 'me', 'love')",thee
make,me,love,"('me', 'love')",thee,"('me', 'love', 'thee')",more
me,love,thee,"('love', 'thee')",more,"('love', 'thee', 'more')","
"
love,thee,more,"('thee', 'more')","
","
","
"
thee,more,"
","
","
","
","
"
"
",the,more,"('the', 'more')",i,"('the', 'more', 'i')",hear
the,more,i,"('more', 'i')",hear,"('more', 'i', 'hear')",and
more,i,hear,"('i', 'hear')",and,"('i', 'hear', 'and')",see
i,hear,and,"('hear', 'and')",see,"('hear', 'and', 'see')",just
hear,and,see,"('and', 'see')",just,"('and', 'see', 'just')",cause
and,see,just,"('see', 'just')",cause,"('see', 'just', 'cause')",of
see,just,cause,"('just', 'cause')",of,"('just', 'cause', 'of')",hate?
just,cause,of,"('cause', 'of')",hate?,"('cause', 'of', 'hate?')","
"
cause,of,hate?,"('of', 'hate?')","
","
","
"
of,hate?,"
","
","
","
","
"
"
",o,,"('o', '')",though,"('o', '', 'though')",i
o,,though,"('', 'though')",i,"('', 'though', 'i')",love
,though,i,"('though', 'i')",love,"('though', 'i', 'love')",what
though,i,love,"('i', 'love')",what,"('i', 'love', 'what')",others
i,love,what,"('love', 'what')",others,"('love', 'what', 'others')",do
love,what,others,"('what', 'others')",do,"('what', 'others', 'do')",abhor
what,others,do,"('others', 'do')",abhor,"('others', 'do', 'abhor')",
others,do,abhor,"('do', 'abhor')",,"('do', 'abhor', '')","
"
do,abhor,,"('abhor', '')","
","
","
"
abhor,,"
","
","
","
","
"
"
",with,others,"('with', 'others')",thou,"('with', 'others', 'thou')",shouldst
with,others,thou,"('others', 'thou')",shouldst,"('others', 'thou', 'shouldst')",not
others,thou,shouldst,"('thou', 'shouldst')",not,"('thou', 'shouldst', 'not')",abhor
thou,shouldst,not,"('shouldst', 'not')",abhor,"('shouldst', 'not', 'abhor')",my
shouldst,not,abhor,"('not', 'abhor')",my,"('not', 'abhor', 'my')",state
not,abhor,my,"('abhor', 'my')",state,"('abhor', 'my', 'state')",
abhor,my,state,"('my', 'state')",,"('my', 'state', '')","
"
my,state,,"('state', '')","
","
","
"
state,,"
","
","
","
","
"
"
",,,"('', '')",if,"('', '', 'if')",thy
,,if,"('', 'if')",thy,"('', 'if', 'thy')",unworthiness
,if,thy,"('if', 'thy')",unworthiness,"('if', 'thy', 'unworthiness')",raised
if,thy,unworthiness,"('thy', 'unworthiness')",raised,"('thy', 'unworthiness', 'raised')",love
thy,unworthiness,raised,"('unworthiness', 'raised')",love,"('unworthiness', 'raised', 'love')",in
unworthiness,raised,love,"('raised', 'love')",in,"('raised', 'love', 'in')",me
raised,love,in,"('love', 'in')",me,"('love', 'in', 'me')",
love,in,me,"('in', 'me')",,"('in', 'me', '')","
"
"
",,,"('', '')",more,"('', '', 'more')",worthy
,,more,"('', 'more')",worthy,"('', 'more', 'worthy')",i
,more,worthy,"('more', 'worthy')",i,"('more', 'worthy', 'i')",to
more,worthy,i,"('worthy', 'i')",to,"('worthy', 'i', 'to')",be
worthy,i,to,"('i', 'to')",be,"('i', 'to', 'be')",beloved
i,to,be,"('to', 'be')",beloved,"('to', 'be', 'beloved')",of
to,be,beloved,"('be', 'beloved')",of,"('be', 'beloved', 'of')",thee
be,beloved,of,"('beloved', 'of')",thee,"('beloved', 'of', 'thee')",
beloved,of,thee,"('of', 'thee')",,"('of', 'thee', '')","
"
"
",love,is,"('love', 'is')",too,"('love', 'is', 'too')",young
love,is,too,"('is', 'too')",young,"('is', 'too', 'young')",to
is,too,young,"('too', 'young')",to,"('too', 'young', 'to')",know
too,young,to,"('young', 'to')",know,"('young', 'to', 'know')",what
young,to,know,"('to', 'know')",what,"('to', 'know', 'what')",conscience
to,know,what,"('know', 'what')",conscience,"('know', 'what', 'conscience')",is;
know,what,conscience,"('what', 'conscience')",is;,"('what', 'conscience', 'is;')","
"
what,conscience,is;,"('conscience', 'is;')","
","
","
"
conscience,is;,"
","
","
","
","
"
"
",yet,who,"('yet', 'who')",knows,"('yet', 'who', 'knows')",not
yet,who,knows,"('who', 'knows')",not,"('who', 'knows', 'not')",conscience
who,knows,not,"('knows', 'not')",conscience,"('knows', 'not', 'conscience')",is
knows,not,conscience,"('not', 'conscience')",is,"('not', 'conscience', 'is')",born
not,conscience,is,"('conscience', 'is')",born,"('conscience', 'is', 'born')",of
conscience,is,born,"('is', 'born')",of,"('is', 'born', 'of')",love?
is,born,of,"('born', 'of')",love?,"('born', 'of', 'love?')","
"
born,of,love?,"('of', 'love?')","
","
","
"
of,love?,"
","
","
","
","
"
"
",then,,"('then', '')",gentle,"('then', '', 'gentle')",cheater
then,,gentle,"('', 'gentle')",cheater,"('', 'gentle', 'cheater')",
,gentle,cheater,"('gentle', 'cheater')",,"('gentle', 'cheater', '')",urge
gentle,cheater,,"('cheater', '')",urge,"('cheater', '', 'urge')",not
cheater,,urge,"('', 'urge')",not,"('', 'urge', 'not')",my
,urge,not,"('urge', 'not')",my,"('urge', 'not', 'my')",amiss
urge,not,my,"('not', 'my')",amiss,"('not', 'my', 'amiss')",
not,my,amiss,"('my', 'amiss')",,"('my', 'amiss', '')","
"
my,amiss,,"('amiss', '')","
","
","
"
amiss,,"
","
","
","
","
"
"
",lest,guilty,"('lest', 'guilty')",of,"('lest', 'guilty', 'of')",my
lest,guilty,of,"('guilty', 'of')",my,"('guilty', 'of', 'my')",faults
guilty,of,my,"('of', 'my')",faults,"('of', 'my', 'faults')",thy
of,my,faults,"('my', 'faults')",thy,"('my', 'faults', 'thy')",sweet
my,faults,thy,"('faults', 'thy')",sweet,"('faults', 'thy', 'sweet')",self
faults,thy,sweet,"('thy', 'sweet')",self,"('thy', 'sweet', 'self')",prove
thy,sweet,self,"('sweet', 'self')",prove,"('sweet', 'self', 'prove')",
sweet,self,prove,"('self', 'prove')",,"('self', 'prove', '')","
"
self,prove,,"('prove', '')","
","
","
"
prove,,"
","
","
","
","
"
"
",for,,"('for', '')",thou,"('for', '', 'thou')",betraying
for,,thou,"('', 'thou')",betraying,"('', 'thou', 'betraying')",me
,thou,betraying,"('thou', 'betraying')",me,"('thou', 'betraying', 'me')",
thou,betraying,me,"('betraying', 'me')",,"('betraying', 'me', '')",i
betraying,me,,"('me', '')",i,"('me', '', 'i')",do
me,,i,"('', 'i')",do,"('', 'i', 'do')",betray
,i,do,"('i', 'do')",betray,"('i', 'do', 'betray')","
"
i,do,betray,"('do', 'betray')","
","
","
"
do,betray,"
","
","
","
","
"
"
",my,nobler,"('my', 'nobler')",part,"('my', 'nobler', 'part')",to
my,nobler,part,"('nobler', 'part')",to,"('nobler', 'part', 'to')",my
nobler,part,to,"('part', 'to')",my,"('part', 'to', 'my')",gross
part,to,my,"('to', 'my')",gross,"('to', 'my', 'gross')",body's
to,my,gross,"('my', 'gross')",body's,"('my', 'gross', ""body's"")",treason;
my,gross,body's,"('gross', ""body's"")",treason;,"('gross', ""body's"", 'treason;')","
"
gross,body's,treason;,"(""body's"", 'treason;')","
","
","
"
body's,treason;,"
","
","
","
","
"
"
",my,soul,"('my', 'soul')",doth,"('my', 'soul', 'doth')",tell
my,soul,doth,"('soul', 'doth')",tell,"('soul', 'doth', 'tell')",my
soul,doth,tell,"('doth', 'tell')",my,"('doth', 'tell', 'my')",body
doth,tell,my,"('tell', 'my')",body,"('tell', 'my', 'body')",that
tell,my,body,"('my', 'body')",that,"('my', 'body', 'that')",he
my,body,that,"('body', 'that')",he,"('body', 'that', 'he')",may
body,that,he,"('that', 'he')",may,"('that', 'he', 'may')","
"
that,he,may,"('he', 'may')","
","
","
"
he,may,"
","
","
","
","
"
"
",triumph,in,"('triumph', 'in')",love;,"('triumph', 'in', 'love;')",flesh
triumph,in,love;,"('in', 'love;')",flesh,"('in', 'love;', 'flesh')",stays
in,love;,flesh,"('love;', 'flesh')",stays,"('love;', 'flesh', 'stays')",no
love;,flesh,stays,"('flesh', 'stays')",no,"('flesh', 'stays', 'no')",father
flesh,stays,no,"('stays', 'no')",father,"('stays', 'no', 'father')",reason;
stays,no,father,"('no', 'father')",reason;,"('no', 'father', 'reason;')","
"
no,father,reason;,"('father', 'reason;')","
","
","
"
father,reason;,"
","
","
","
","
"
"
",but,,"('but', '')",rising,"('but', '', 'rising')",at
but,,rising,"('', 'rising')",at,"('', 'rising', 'at')",thy
,rising,at,"('rising', 'at')",thy,"('rising', 'at', 'thy')",name
rising,at,thy,"('at', 'thy')",name,"('at', 'thy', 'name')",
at,thy,name,"('thy', 'name')",,"('thy', 'name', '')",doth
thy,name,,"('name', '')",doth,"('name', '', 'doth')",point
name,,doth,"('', 'doth')",point,"('', 'doth', 'point')",out
,doth,point,"('doth', 'point')",out,"('doth', 'point', 'out')",thee
doth,point,out,"('point', 'out')",thee,"('point', 'out', 'thee')","
"
point,out,thee,"('out', 'thee')","
","
","
"
out,thee,"
","
","
","
","
"
"
",as,his,"('as', 'his')",triumphant,"('as', 'his', 'triumphant')",prize
as,his,triumphant,"('his', 'triumphant')",prize,"('his', 'triumphant', 'prize')",
his,triumphant,prize,"('triumphant', 'prize')",,"('triumphant', 'prize', '')",proud
triumphant,prize,,"('prize', '')",proud,"('prize', '', 'proud')",of
prize,,proud,"('', 'proud')",of,"('', 'proud', 'of')",this
,proud,of,"('proud', 'of')",this,"('proud', 'of', 'this')",pride
proud,of,this,"('of', 'this')",pride,"('of', 'this', 'pride')",
of,this,pride,"('this', 'pride')",,"('this', 'pride', '')","
"
this,pride,,"('pride', '')","
","
","
"
pride,,"
","
","
","
","
"
"
",he,is,"('he', 'is')",contented,"('he', 'is', 'contented')",thy
he,is,contented,"('is', 'contented')",thy,"('is', 'contented', 'thy')",poor
is,contented,thy,"('contented', 'thy')",poor,"('contented', 'thy', 'poor')",drudge
contented,thy,poor,"('thy', 'poor')",drudge,"('thy', 'poor', 'drudge')",to
thy,poor,drudge,"('poor', 'drudge')",to,"('poor', 'drudge', 'to')",be
poor,drudge,to,"('drudge', 'to')",be,"('drudge', 'to', 'be')",
drudge,to,be,"('to', 'be')",,"('to', 'be', '')","
"
to,be,,"('be', '')","
","
","
"
be,,"
","
","
","
","
"
"
",to,stand,"('to', 'stand')",in,"('to', 'stand', 'in')",thy
to,stand,in,"('stand', 'in')",thy,"('stand', 'in', 'thy')",affairs
stand,in,thy,"('in', 'thy')",affairs,"('in', 'thy', 'affairs')",
in,thy,affairs,"('thy', 'affairs')",,"('thy', 'affairs', '')",fall
thy,affairs,,"('affairs', '')",fall,"('affairs', '', 'fall')",by
affairs,,fall,"('', 'fall')",by,"('', 'fall', 'by')",thy
,fall,by,"('fall', 'by')",thy,"('fall', 'by', 'thy')",side
fall,by,thy,"('by', 'thy')",side,"('by', 'thy', 'side')",
by,thy,side,"('thy', 'side')",,"('thy', 'side', '')","
"
thy,side,,"('side', '')","
","
","
"
side,,"
","
","
","
","
"
"
",,,"('', '')",no,"('', '', 'no')",want
,,no,"('', 'no')",want,"('', 'no', 'want')",of
,no,want,"('no', 'want')",of,"('no', 'want', 'of')",conscience
no,want,of,"('want', 'of')",conscience,"('want', 'of', 'conscience')",hold
want,of,conscience,"('of', 'conscience')",hold,"('of', 'conscience', 'hold')",it
of,conscience,hold,"('conscience', 'hold')",it,"('conscience', 'hold', 'it')",that
conscience,hold,it,"('hold', 'it')",that,"('hold', 'it', 'that')",i
hold,it,that,"('it', 'that')",i,"('it', 'that', 'i')",call
it,that,i,"('that', 'i')",call,"('that', 'i', 'call')","
"
"
",,,"('', '')",her,"('', '', 'her')",'love'
,,her,"('', 'her')",'love',"('', 'her', ""'love'"")",for
,her,'love',"('her', ""'love'"")",for,"('her', ""'love'"", 'for')",whose
her,'love',for,"(""'love'"", 'for')",whose,"(""'love'"", 'for', 'whose')",dear
'love',for,whose,"('for', 'whose')",dear,"('for', 'whose', 'dear')",love
for,whose,dear,"('whose', 'dear')",love,"('whose', 'dear', 'love')",i
whose,dear,love,"('dear', 'love')",i,"('dear', 'love', 'i')",rise
dear,love,i,"('love', 'i')",rise,"('love', 'i', 'rise')",and
love,i,rise,"('i', 'rise')",and,"('i', 'rise', 'and')",fall
i,rise,and,"('rise', 'and')",fall,"('rise', 'and', 'fall')",
rise,and,fall,"('and', 'fall')",,"('and', 'fall', '')","
"
"
",in,loving,"('in', 'loving')",thee,"('in', 'loving', 'thee')",thou
in,loving,thee,"('loving', 'thee')",thou,"('loving', 'thee', 'thou')",know'st
loving,thee,thou,"('thee', 'thou')",know'st,"('thee', 'thou', ""know'st"")",i
thee,thou,know'st,"('thou', ""know'st"")",i,"('thou', ""know'st"", 'i')",am
thou,know'st,i,"(""know'st"", 'i')",am,"(""know'st"", 'i', 'am')",forsworn
know'st,i,am,"('i', 'am')",forsworn,"('i', 'am', 'forsworn')",
i,am,forsworn,"('am', 'forsworn')",,"('am', 'forsworn', '')","
"
am,forsworn,,"('forsworn', '')","
","
","
"
forsworn,,"
","
","
","
","
"
"
",but,thou,"('but', 'thou')",art,"('but', 'thou', 'art')",twice
but,thou,art,"('thou', 'art')",twice,"('thou', 'art', 'twice')",forsworn
thou,art,twice,"('art', 'twice')",forsworn,"('art', 'twice', 'forsworn')",
art,twice,forsworn,"('twice', 'forsworn')",,"('twice', 'forsworn', '')",to
twice,forsworn,,"('forsworn', '')",to,"('forsworn', '', 'to')",me
forsworn,,to,"('', 'to')",me,"('', 'to', 'me')",love
,to,me,"('to', 'me')",love,"('to', 'me', 'love')",swearing
to,me,love,"('me', 'love')",swearing,"('me', 'love', 'swearing')",
me,love,swearing,"('love', 'swearing')",,"('love', 'swearing', '')","
"
love,swearing,,"('swearing', '')","
","
","
"
swearing,,"
","
","
","
","
"
"
",in,act,"('in', 'act')",thy,"('in', 'act', 'thy')",bed
in,act,thy,"('act', 'thy')",bed,"('act', 'thy', 'bed')",vow
act,thy,bed,"('thy', 'bed')",vow,"('thy', 'bed', 'vow')",broke
thy,bed,vow,"('bed', 'vow')",broke,"('bed', 'vow', 'broke')",and
bed,vow,broke,"('vow', 'broke')",and,"('vow', 'broke', 'and')",new
vow,broke,and,"('broke', 'and')",new,"('broke', 'and', 'new')",faith
broke,and,new,"('and', 'new')",faith,"('and', 'new', 'faith')",torn
and,new,faith,"('new', 'faith')",torn,"('new', 'faith', 'torn')",
new,faith,torn,"('faith', 'torn')",,"('faith', 'torn', '')","
"
faith,torn,,"('torn', '')","
","
","
"
torn,,"
","
","
","
","
"
"
",in,vowing,"('in', 'vowing')",new,"('in', 'vowing', 'new')",hate
